"ColorName","NumOfColors","Type","ColorNum","ColorLetter","R","G","B"
"YlGn","3","seq","1","C","247","252","185"
"YlGn","3","seq","2","F","173","221","142"
"YlGn","3","seq","3","I","49","163","84"
"YlGn","4","seq","1","B","255","255","204"
"YlGn","4","seq","2","E","194","230","153"
"YlGn","4","seq","3","G","120","198","121"
"YlGn","4","seq","4","J","35","132","67"
"YlGn","5","seq","1","B","255","255","204"
"YlGn","5","seq","2","E","194","230","153"
"YlGn","5","seq","3","G","120","198","121"
"YlGn","5","seq","4","I","49","163","84"
"YlGn","5","seq","5","K","0","104","55"
"YlGn","6","seq","1","B","255","255","204"
"YlGn","6","seq","2","D","217","240","163"
"YlGn","6","seq","3","F","173","221","142"
"YlGn","6","seq","4","G","120","198","121"
"YlGn","6","seq","5","I","49","163","84"
"YlGn","6","seq","6","K","0","104","55"
"YlGn","7","seq","1","B","255","255","204"
"YlGn","7","seq","2","D","217","240","163"
"YlGn","7","seq","3","F","173","221","142"
"YlGn","7","seq","4","G","120","198","121"
"YlGn","7","seq","5","H","65","171","93"
"YlGn","7","seq","6","J","35","132","67"
"YlGn","7","seq","7","L","0","90","50"
"YlGn","8","seq","1","A","255","255","229"
"YlGn","8","seq","2","C","247","252","185"
"YlGn","8","seq","3","D","217","240","163"
"YlGn","8","seq","4","F","173","221","142"
"YlGn","8","seq","5","G","120","198","121"
"YlGn","8","seq","6","H","65","171","93"
"YlGn","8","seq","7","J","35","132","67"
"YlGn","8","seq","8","L","0","90","50"
"YlGn","9","seq","1","A","255","255","229"
"YlGn","9","seq","2","C","247","252","185"
"YlGn","9","seq","3","D","217","240","163"
"YlGn","9","seq","4","F","173","221","142"
"YlGn","9","seq","5","G","120","198","121"
"YlGn","9","seq","6","H","65","171","93"
"YlGn","9","seq","7","J","35","132","67"
"YlGn","9","seq","8","K","0","104","55"
"YlGn","9","seq","9","M","0","44","26"
"YlGn","10","seq","1","A","255","255","229"
"YlGn","10","seq","2","C","247","252","185"
"YlGn","10","seq","3","D","217","240","163"
"YlGn","10","seq","4","F","173","221","142"
"YlGn","10","seq","5","G","120","198","121"
"YlGn","10","seq","6","H","65","171","93"
"YlGn","10","seq","7","J","35","132","67"
"YlGn","10","seq","8","K","0","104","55"
"YlGn","10","seq","9","M","0","69","41"
"YlGn","10","seq","10","O","0","66","35"
"YlGnBu","3","seq","1","C","237","248","177"
"YlGnBu","3","seq","2","F","127","205","187"
"YlGnBu","3","seq","3","I","44","127","184"
"YlGnBu","4","seq","1","B","255","255","204"
"YlGnBu","4","seq","2","E","161","218","180"
"YlGnBu","4","seq","3","G","65","182","196"
"YlGnBu","4","seq","4","J","34","94","168"
"YlGnBu","5","seq","1","B","255","255","204"
"YlGnBu","5","seq","2","E","161","218","180"
"YlGnBu","5","seq","3","G","65","182","196"
"YlGnBu","5","seq","4","I","44","127","184"
"YlGnBu","5","seq","5","K","37","52","148"
"YlGnBu","6","seq","1","B","255","255","204"
"YlGnBu","6","seq","2","D","199","233","180"
"YlGnBu","6","seq","3","F","127","205","187"
"YlGnBu","6","seq","4","G","65","182","196"
"YlGnBu","6","seq","5","I","44","127","184"
"YlGnBu","6","seq","6","K","37","52","148"
"YlGnBu","7","seq","1","B","255","255","204"
"YlGnBu","7","seq","2","D","199","233","180"
"YlGnBu","7","seq","3","F","127","205","187"
"YlGnBu","7","seq","4","G","65","182","196"
"YlGnBu","7","seq","5","H","29","145","192"
"YlGnBu","7","seq","6","J","34","94","168"
"YlGnBu","7","seq","7","L","12","44","132"
"YlGnBu","8","seq","1","A","255","255","217"
"YlGnBu","8","seq","2","C","237","248","177"
"YlGnBu","8","seq","3","D","199","233","180"
"YlGnBu","8","seq","4","F","127","205","187"
"YlGnBu","8","seq","5","G","65","182","196"
"YlGnBu","8","seq","6","H","29","145","192"
"YlGnBu","8","seq","7","J","34","94","168"
"YlGnBu","8","seq","8","L","12","44","132"
"YlGnBu","9","seq","1","A","255","255","217"
"YlGnBu","9","seq","2","C","237","248","177"
"YlGnBu","9","seq","3","D","199","233","180"
"YlGnBu","9","seq","4","F","127","205","187"
"YlGnBu","9","seq","5","G","65","182","196"
"YlGnBu","9","seq","6","H","29","145","192"
"YlGnBu","9","seq","7","J","34","94","168"
"YlGnBu","9","seq","8","K","37","52","148"
"YlGnBu","9","seq","9","M","8","29","88"
"YlGnBu","10","seq","1","A","255","255","217"
"YlGnBu","10","seq","2","C","237","248","177"
"YlGnBu","10","seq","3","D","199","233","180"
"YlGnBu","10","seq","4","F","127","205","187"
"YlGnBu","10","seq","5","G","65","182","196"
"YlGnBu","10","seq","6","H","29","145","192"
"YlGnBu","10","seq","7","J","34","94","168"
"YlGnBu","10","seq","8","K","37","52","148"
"YlGnBu","10","seq","9","M","8","29","88"
"YlGnBu","10","seq","10","O","23","33","95"
"YlOrBr","3","seq","1","C","255","247","188"
"YlOrBr","3","seq","2","F","254","196","79"
"YlOrBr","3","seq","3","I","217","95","14"
"YlOrBr","4","seq","1","B","255","255","212"
"YlOrBr","4","seq","2","E","254","217","142"
"YlOrBr","4","seq","3","G","254","153","41"
"YlOrBr","4","seq","4","J","204","76","2"
"YlOrBr","5","seq","1","B","255","255","212"
"YlOrBr","5","seq","2","E","254","217","142"
"YlOrBr","5","seq","3","G","254","153","41"
"YlOrBr","5","seq","4","I","217","95","14"
"YlOrBr","5","seq","5","K","153","52","4"
"YlOrBr","6","seq","1","B","255","255","212"
"YlOrBr","6","seq","2","D","254","227","145"
"YlOrBr","6","seq","3","F","254","196","79"
"YlOrBr","6","seq","4","G","254","153","41"
"YlOrBr","6","seq","5","I","217","95","14"
"YlOrBr","6","seq","6","K","153","52","4"
"YlOrBr","7","seq","1","B","255","255","212"
"YlOrBr","7","seq","2","D","254","227","145"
"YlOrBr","7","seq","3","F","254","196","79"
"YlOrBr","7","seq","4","G","254","153","41"
"YlOrBr","7","seq","5","H","236","112","20"
"YlOrBr","7","seq","6","J","204","76","2"
"YlOrBr","7","seq","7","L","140","45","4"
"YlOrBr","8","seq","1","A","255","255","229"
"YlOrBr","8","seq","2","C","255","247","188"
"YlOrBr","8","seq","3","D","254","227","145"
"YlOrBr","8","seq","4","F","254","196","79"
"YlOrBr","8","seq","5","G","254","153","41"
"YlOrBr","8","seq","6","H","236","112","20"
"YlOrBr","8","seq","7","J","204","76","2"
"YlOrBr","8","seq","8","L","140","45","4"
"YlOrBr","9","seq","1","A","255","255","229"
"YlOrBr","9","seq","2","C","255","247","188"
"YlOrBr","9","seq","3","D","254","227","145"
"YlOrBr","9","seq","4","F","254","196","79"
"YlOrBr","9","seq","5","G","254","153","41"
"YlOrBr","9","seq","6","H","236","112","20"
"YlOrBr","9","seq","7","J","204","76","2"
"YlOrBr","9","seq","8","K","153","52","4"
"YlOrBr","9","seq","9","M","102","37","6"
"YlOrBr","10","seq","1","A","255","255","229"
"YlOrBr","10","seq","2","C","255","247","188"
"YlOrBr","10","seq","3","D","254","227","145"
"YlOrBr","10","seq","4","F","254","196","79"
"YlOrBr","10","seq","5","G","254","153","41"
"YlOrBr","10","seq","6","H","236","112","20"
"YlOrBr","10","seq","7","J","204","76","2"
"YlOrBr","10","seq","8","K","153","52","4"
"YlOrBr","10","seq","9","M","102","37","6"
"YlOrBr","10","seq","10","O","65","23","3"
"YlOrRd","3","seq","1","C","255","237","160"
"YlOrRd","3","seq","2","F","254","178","76"
"YlOrRd","3","seq","3","I","240","59","32"
"YlOrRd","4","seq","1","B","255","255","178"
"YlOrRd","4","seq","2","E","254","204","92"
"YlOrRd","4","seq","3","G","253","141","60"
"YlOrRd","4","seq","4","J","227","26","28"
"YlOrRd","5","seq","1","B","255","255","178"
"YlOrRd","5","seq","2","E","254","204","92"
"YlOrRd","5","seq","3","G","253","141","60"
"YlOrRd","5","seq","4","I","240","59","32"
"YlOrRd","5","seq","5","K","189","0","38"
"YlOrRd","6","seq","1","B","255","255","178"
"YlOrRd","6","seq","2","D","254","217","118"
"YlOrRd","6","seq","3","F","254","178","76"
"YlOrRd","6","seq","4","G","253","141","60"
"YlOrRd","6","seq","5","I","240","59","32"
"YlOrRd","6","seq","6","K","189","0","38"
"YlOrRd","7","seq","1","B","255","255","178"
"YlOrRd","7","seq","2","D","254","217","118"
"YlOrRd","7","seq","3","F","254","178","76"
"YlOrRd","7","seq","4","G","253","141","60"
"YlOrRd","7","seq","5","H","252","78","42"
"YlOrRd","7","seq","6","J","227","26","28"
"YlOrRd","7","seq","7","L","177","0","38"
"YlOrRd","8","seq","1","A","255","255","204"
"YlOrRd","8","seq","2","C","255","237","160"
"YlOrRd","8","seq","3","D","254","217","118"
"YlOrRd","8","seq","4","F","254","178","76"
"YlOrRd","8","seq","5","G","253","141","60"
"YlOrRd","8","seq","6","H","252","78","42"
"YlOrRd","8","seq","7","J","227","26","28"
"YlOrRd","8","seq","8","L","177","0","38"
"YlOrRd","9","seq","1","A","255","255","204"
"YlOrRd","9","seq","2","C","255","237","160"
"YlOrRd","9","seq","3","D","254","217","118"
"YlOrRd","9","seq","4","F","254","178","76"
"YlOrRd","9","seq","5","G","253","141","60"
"YlOrRd","9","seq","6","H","252","78","42"
"YlOrRd","9","seq","7","J","227","26","28"
"YlOrRd","9","seq","8","K","189","0","38"
"YlOrRd","9","seq","9","M","128","0","38"
"YlOrRd","10","seq","1","A","255","255","204"
"YlOrRd","10","seq","2","C","255","237","160"
"YlOrRd","10","seq","3","D","254","217","118"
"YlOrRd","10","seq","4","F","254","178","76"
"YlOrRd","10","seq","5","G","253","141","60"
"YlOrRd","10","seq","6","H","252","78","42"
"YlOrRd","10","seq","7","J","227","26","28"
"YlOrRd","10","seq","8","K","189","0","38"
"YlOrRd","10","seq","9","M","128","0","38"
"YlOrRd","10","seq","10","O","82","0","24"
